Highlight,Book Title,Book Author,Amazon Book ID,Highlighted at
"Napoleon: Russia would have the East and he would have the West. An empire not seen since that of Genghis Khan would have included Constantinople and British India – perhaps, in time, even China; but according to the great novelist, ‘we gave that all away for the sake of a pretty picture’, that of saving Europe from itself and in the process becoming at long last European. And what happened? Nothing; that is, Europeans continued to regard Russia with mistrust or even hatred, unable to participate in European civilization to which they relate only as copycats and impostors. Dostoevsky argued that only by turning to Asia could Russia find a mission equal to its size.",Dawn of Eurasia: On the Trail of the New World Order,Bruno Maçães,B07G5HQQW3,2018-11-11 04:56:00+00:00
"Genghis Khan was the first to accomplish this unification and therefore the Russian state, which has striven and continues to strive to recreate the broken unity, ‘is the descendant of Genghis Khan, the heir and successor of his historical endeavors’.8 Every",Dawn of Eurasia: On the Trail of the New World Order,Bruno Maçães,B07G5HQQW3,2018-11-11 04:56:00+00:00
"In what must be one of the most remarkable facts about the coup, we now know that one of the pilots aboard the rebel fighter jets on the night of the coup was in fact the pilot who had shot down the Russian plane in November 2015.",Dawn of Eurasia: On the Trail of the New World Order,Bruno Maçães,B07G5HQQW3,2018-11-11 04:56:00+00:00
"The younger generations could no longer understand what was meant by such expressions as the ‘War of 93’ or the ‘Revolution of 1324’, as the Young Turk Revolution of 1908 was known until then. Also in 1925, a decree adopted the Western way of dividing the time of day, which replaced the times of Muslim prayers, reckoned from sunset. Then in 1935 the official weekly holiday was switched from the Muslim Friday to the Christian or Western Sunday.",Dawn of Eurasia: On the Trail of the New World Order,Bruno Maçães,B07G5HQQW3,2018-11-11 04:56:00+00:00
there will be nothing left to do because life will be forever the same.,Dawn of Eurasia: On the Trail of the New World Order,Bruno Maçães,B07G5HQQW3,2018-11-11 04:56:00+00:00
"The Leave camp insisted on one idea, which it turned into an incessant slogan: Take Back Control. It was as if some of the passengers of a common automated vehicle had decided to assume control of the wheel.",Dawn of Eurasia: On the Trail of the New World Order,Bruno Maçães,B07G5HQQW3,2018-11-11 04:56:00+00:00
Worse than that: the system was now automated to such a degree that almost everyone had lost the knowledge and ability to actually direct political events.,Dawn of Eurasia: On the Trail of the New World Order,Bruno Maçães,B07G5HQQW3,2018-11-11 04:56:00+00:00
"There was a rule or principle operating automatically, without human intervention: free movement. What immigration numbers the principle produces every year is impossible to know or control because the principle does not care about numbers at all.",Dawn of Eurasia: On the Trail of the New World Order,Bruno Maçães,B07G5HQQW3,2018-11-11 04:56:00+00:00
"The Chinese, of course, are perfectly able to see through the game of smoke and mirrors: reciprocity is defended by reference to a policy position defined unilaterally by one of the sides.",Dawn of Eurasia: On the Trail of the New World Order,Bruno Maçães,B07G5HQQW3,2018-11-11 04:56:00+00:00
"Just as Singapore became an Asian country more deeply connected with Europe and the United States than with its Asian neighbours, Britain could in just a couple of decades try to expand its links with the dominant economies of the twenty-first century: China, India and Indonesia. As the Financial Times editor Lionel Barber put it in a conference in Tokyo shortly after the referendum, does Brexit offer Britain new opportunities as an agile trading nation, ‘a giant Atlantic Singapore’? Is a new Eurasian capital being born on the shores of the Thames? It would be perhaps a proper ending to our story, as the country most responsible for taking European ideas to Asia becomes a new host for Asian ideas in Europe.",Dawn of Eurasia: On the Trail of the New World Order,Bruno Maçães,B07G5HQQW3,2018-11-11 04:56:00+00:00
"The teacher who has a heart attack in the school playground does not necessarily have to be driven away immediately; no damage is done by leaving him where he is until the caretaker has time to attend to him, even though that might not be until sometime in the late afternoon or evening. What difference would it make if a bird were to alight on him and take a peck?",My Struggle: Book 1,Karl Ove Knausgaard and Don Bartlett,B00BCFZLJ2,2018-12-14 04:56:00+00:00
"All funeral parlors have their offices as close to street level as possible. Why this should be so is hard to say; one might be tempted to believe that it was based on some ancient convention that originally had a practical purpose, such as a cellar being cold and therefore best suited to storing corpses, and that this principle had been retained in our era of refrigerators and cold-storage rooms, had it not been for the notion that transporting bodies upward in buildings seems contrary to the laws of nature",My Struggle: Book 1,Karl Ove Knausgaard and Don Bartlett,B00BCFZLJ2,2018-12-14 04:56:00+00:00
"For example, how great the difference was between our days. While my days were jam-packed with meaning, when each step opened a new opportunity, and when every opportunity filled me to the brim, in a way which now is actually incomprehensible, the meaning of his days was not concentrated in individual events but spread over such large areas that it was not possible to comprehend them in anything other than abstract terms.",My Struggle: Book 1,Karl Ove Knausgaard and Don Bartlett,B00BCFZLJ2,2018-12-14 04:56:00+00:00
"Throughout our childhood and teenage years, we strive to attain the correct distance to objects and phenomena. We read, we learn, we experience, we make adjustments. Then one day we reach the point where all the necessary distances have been set, all the necessary systems have been put in place. That is when time begins to pick up speed.",My Struggle: Book 1,Karl Ove Knausgaard and Don Bartlett,B00BCFZLJ2,2018-12-14 04:56:00+00:00
"Where should I go? Where should I stand? I could sit in the library and read, or sit in the classroom and pretend to be going through homework, but that was tantamount to signaling I was one of the outsiders and was no good in the long run, so in October that year I started smoking. Not because I liked it, nor because it was cool, but because it gave me somewhere to be: now I could skulk around doorways with the other smokers",My Struggle: Book 1,Karl Ove Knausgaard and Don Bartlett,B00BCFZLJ2,2018-12-14 04:56:00+00:00
"In Tromøya I would never have dreamed of doing such a thing, but here I didn’t hesitate, here I was not only a person who stole chocolate and sweets from old ladies but also a person who enticed others into doing the same.",My Struggle: Book 1,Karl Ove Knausgaard and Don Bartlett,B00BCFZLJ2,2018-12-14 04:56:00+00:00
fin-de-siècle,My Struggle: Book 1,Karl Ove Knausgaard and Don Bartlett,B00BCFZLJ2,2018-12-14 04:56:00+00:00
"You know too little and it doesn’t exist. You know too much and it doesn’t exist. Writing is drawing the essence of what we know out of the shadows. That is what writing is about. Not what happens there, not what actions are played out there, but the there itself. There, that is writing’s location and aim. But how to get there?",My Struggle: Book 1,Karl Ove Knausgaard and Don Bartlett,B00BCFZLJ2,2018-12-14 04:56:00+00:00
"This wasn’t about knowledge but about the aura knowledge exuded, the places it came from, which were almost all outside the world we lived in now,",My Struggle: Book 1,Karl Ove Knausgaard and Don Bartlett,B00BCFZLJ2,2018-12-14 04:56:00+00:00
"However, an insight into the limits of understanding has always been part of understanding a lot: the recognition that the world outside, all those things we don’t understand, not only exists but is also always greater than the world inside. From time to time I thought that what had happened, at least to me, was that the children’s world, where everything was known, and where with regard to the things that were not known, you leaned on others, those who had knowledge and ability, that this children’s world had never actually ceased to exist, it had just expanded over all these years.",My Struggle: Book 1,Karl Ove Knausgaard and Don Bartlett,B00BCFZLJ2,2018-12-14 04:56:00+00:00
"I paced up and down for minutes, trying to invest the fact that Dad was dead with some meaning, but failed. There was no meaning. I understood it, I accepted it, and it was not meaningless in the sense that a life had been snatched away that might well not have been snatched away, but it was in the sense that it was one fact among many, and it did not occupy the position in my consciousness that it should have.",My Struggle: Book 1,Karl Ove Knausgaard and Don Bartlett,B00BCFZLJ2,2018-12-14 04:56:00+00:00
"an uncomfortable side, because even though people always try to keep any existing tensions in the background whenever guests are present, the tensions are still noticeable, and you can never know if it is your presence that has caused them or whether they are just there and indeed your presence is helping to suppress them. A third possibility is, of course, that all these tensions were just tensions that lived their own lives in my head.",My Struggle: Book 1,Karl Ove Knausgaard and Don Bartlett,B00BCFZLJ2,2018-12-14 04:56:00+00:00
"After I had washed the walls and floor, I poured the water down the toilet, pulled off the yellow gloves and turned them inside out and hung them over the rim of the empty red bucket while making a mental note that I had to buy a toilet brush as soon as possible.",My Struggle: Book 1,Karl Ove Knausgaard and Don Bartlett,B00BCFZLJ2,2018-12-14 04:56:00+00:00
"That I had not seen this before was due to the constant hope I carried around inside me, all the ridiculous dreams with which a twenty-year-old can be burdened, about women and love, about friends and happiness, about hidden talents and sudden breakthroughs. But when I was twenty-four I saw life as it was. And it was okay, I had my small pleasures too, it wasn’t that, and I could endure any amount of loneliness and humiliation, I was a bottomless pit, just bring it on, there were days when I could think, I receive, I am a well, I am the well of the failed, the wretched, the pitiful, the pathetic, the embarrassing, the cheerless, and the ignominious. Come",My Struggle: Book 1,Karl Ove Knausgaard and Don Bartlett,B00BCFZLJ2,2018-12-14 04:56:00+00:00
"However extreme life had been for her over recent years, it barely constituted a tiny part of all the things she had been through. When she had looked at Dad she had seen the baby, the child, the adolescent, the young man; the whole of his character and all of his qualities were contained in that one look,",My Struggle: Book 1,Karl Ove Knausgaard and Don Bartlett,B00BCFZLJ2,2018-12-14 04:56:00+00:00
"Khazanah Nasional, but nothing like Mubadala. It would take six years for Low to establish himself as an Al Mubarak–like figure controlling his own fund in Malaysia. In the near term, he had a more achievable goal: to turn his newfound Arab contacts into business opportunities. Whatever Al Mubarak made of this cocksure young Malaysian, it would not be long before they found common ground on which to operate.","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"Low’s ability to bring Mubadala to the table marked a revival after the mess of the failed condominium deal. He latched onto the opportunity it presented to build his political contacts in Malaysia. He already knew Deputy Prime Minister Najib’s brother and his stepson, and he set about getting close to Najib and Rosmah themselves. In 2007, Low formed an offshore company for Rosmah and Najib to help pay for their daughter’s expenses while studying at Georgetown.","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"Next, Low had these look-alike offshore companies take minority stakes in the Malaysian construction firms. It now would appear to any prospective business partner doing due diligence that royals from Kuwait and Malaysia, as well as Ambassador Otaiba, and two major sovereign wealth funds, were Low’s partners in plans to develop the Iskandar project.","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"His was a scheme for the twenty-first century, a truly global endeavor that produced nothing—a shift of cash from a poorly controlled state fund in the developing world, diverting it into the opaque corners of an underpoliced financial system that’s all but broken.","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"Lawyers, unlike bankers, don’t have to conduct due diligence on a client. Details of transfers through IOLTAs, meanwhile, are protected by lawyer-client privilege. While it is illegal for lawyers to abet money laundering, they are not required to report suspicious activity to regulators. The Financial Action Task Force, a Paris-based intergovernmental group that sets standards for stopping fraudulent use of the global finance system, has highlighted the United States’s poor oversight of lawyers as a weak spot in its defenses against money launderers.","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"“We can’t insult Saudi Arabia. The PM just got a 21-gun salute on his visit,” Low said. The board member backed off.","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"To many, the blurry contours of his role made him seem even more powerful, and that was something he exploited.","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"More worryingly to many, it became clear the fund’s main reason to exist was as a pot of political money to boost Najib’s popularity. Even without steady cash flow from operations, 1MDB was starting to channel money as “corporate social responsibility” to help encourage","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"The board noted Ernst & Young’s “unprofessional conduct” even though the firm simply had been doing its job. The fund promptly hired KPMG, whose auditors allowed 1MDB to book the value of the","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"“This is a fucking scam—anybody who does this has stolen money,” Belfort told Anne, as the music thumped. “You wouldn’t spend money you worked for like that.”","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"It also comprised segregated portfolios that took cash from only one client, before “investing” in another asset. It was simply a way to wash a client’s money through what looked like a mutual fund.","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"The sheikh, a youthful forty-one-year-old with a toothy grin, had the final say at IPIC. After Leissner and Low made their presentations, Sheikh Mansour gave the go-ahead. The proposal for IPIC to guarantee the Malaysian fund’s bonds may have looked strange, but it was an artificial construct, purely aimed at creating an excuse to divert more than a billion dollars from 1MDB.","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"It was a move straight out of Jho Low’s playbook. When he was just starting out, Low had set up look-alike companies to make it appear he had the backing of Middle Eastern sovereign wealth","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"Switzerland was under pressure from the United States to clamp down on money laundering, but Al Qubaisi had control of his own Swiss bank. Consequently, Falcon’s bankers raised no red alerts, despite huge flows of money that would normally have tripped compliance alarms.","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"To avoid questions, Cheah and Low had seen to it the account was marked as one used for internal bank transfers, meaning it would not be visible to compliance staff.","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"But Madoff’s fraud, like many other examples before, collapsed when he could no longer lure new dupes, whose money he needed to pay “profits” to other investors. Low believed government funds were limitless and he could just keep on spending.","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"art worth an estimated $330 million. He stashed it all in the Geneva Freeport and then set about covering up the evidence of how it had been financed. To do that, Low wrote a series of letters—supposedly from Eric Tan—offering him the artworks bought by Tanore as a gift.","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"on Columbus Circle, just off Central Park. Low’s Time Warner penthouse was basically part of the hotel—it was located above the guest rooms—allowing him to move easily to their suite without rousing media attention.","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"Until now he’d seen corporate deals as a way to add credibility to his family-wealth story, but perhaps he’d been looking at it from the wrong angle; instead of an endpoint for stolen cash, maybe he could use corporate acquisitions as a way of moving money elsewhere.","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"Instead of cash, 1MDB had received payment of $2.3 billion in the form of “units” in a newly formed Cayman Islands fund. It was a fictional transaction aimed at covering up the money that Low and others had taken from 1MDB in 2009.","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"Some board members knew about secret charity payments of hundreds of millions of dollars by Krishnan-controlled companies to 1MDB. That was how run-of-the-mill graft worked in Malaysia: The government overpaid for an asset, and the seller made backhand contributions to UMNO, while politicians lined their pockets. Still, the terms seemed very good for Krishnan and his company, Tanjong.","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"It was the craziest plan to date, so outlandish it appeared to have no chance of success. The idea was to transfer a portion of cash from the latest Deutsche Bank loan into the Cayman Islands fund. From there, 1MDB would then “redeem” this money, but immediately send it into a series of offshore vehicles set up by Amicorp, until the cash ended up back at the Cayman Islands fund. From here, 1MDB could again “redeem” the money. It was the same cash going in circles.","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
"“Corruption leads to lack of confidence in government. Lack of confidence in government leads to failed states. And failed states lead to terror and national security issues,”","Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World","Tom Wright, Bradley Hope",B079WVJZCH,2018-12-22 04:56:00+00:00
Robinson was her maiden name: son of rabbis.,Lenin's Tomb: The Last Days of the Soviet Empire,David Remnick,B00ILX9W5W,2018-12-22 04:56:00+00:00
"“Every life has a file, if you will,” Brodsky told me in his basement apartment, his New York exile. “The moment you get a little bit well known, they open a file on you. The file begins to get filled up with this and that, and if you write your file grows in size all the faster. It’s sort of a Neanderthal form of computerization. Gradually, your file occupies too much space on the shelf and, quite simply, a man walks into the office and says, ‘This is a big file.",Lenin's Tomb: The Last Days of the Soviet Empire,David Remnick,B00ILX9W5W,2018-12-22 04:56:00+00:00
"“Dear Leonid Ilyich: A language is a much more ancient and inevitable thing than a state. I belong to the Russian language. As for the state, from my point of view, the measure of a writer’s patriotism is not oaths from a high platform, but how he writes in the language of the people among whom he lives.… Although I am losing my Soviet citizenship, I do not cease to be a Russian poet. I believe that I will return. Poets always return in the flesh or on paper.” Brodsky’s letter, Sakharov’s",Lenin's Tomb: The Last Days of the Soviet Empire,David Remnick,B00ILX9W5W,2018-12-22 04:56:00+00:00
"China and India: two massive countries with huge populations that share a very long border but are not politically or culturally aligned. It wouldn’t be surprising if these two giants had fought each other in several wars, but in fact, apart from one monthlong battle in 1962, they never have. Why? Because between them is the highest mountain range in the world, and it is practically impossible to advance large military columns through or over the Himalayas.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"“It is a riddle wrapped in a mystery inside an enigma,” but few go on to complete the sentence, which ends “but perhaps there is a key. That key is Russian national interest.” Seven years later he used that key to unlock his version of the answer to the riddle, asserting, “I am convinced that there is nothing they admire so much as strength, and there is nothing for which they have less respect than for weakness, especially military weakness.”",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"From a Russian perspective this is a double-edged sword. Poland represents a relatively narrow corridor into which Russia could drive its armed forces if necessary and thus prevent an enemy from advancing toward Moscow. But from this point the wedge begins to broaden; by the time you get to Russia’s borders it is more than two thousand miles wide, and is flat all the way to Moscow and beyond. Even with a large army you would be hard-pressed to defend in strength along this line. However, Russia has never been conquered from this direction partially due to its strategic depth.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"In 1949, the North Atlantic Treaty Organization (NATO) was formed by an association of European and North American states, for the defense of Europe and the North Atlantic against the danger of Soviet aggression. In response, most of the Communist states of Europe—under Russian leadership—formed the Warsaw Pact in 1955, a treaty for military defense and mutual aid. The pact was supposed to be made of iron, but with hindsight, by the early 1980s it was rusting, and after",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"Now the Russians had a partial buffer zone and a hinterland—strategic depth—somewhere to fall back to in the case of invasion. No one was going to attack them in force from the Arctic Sea, nor fight their way over the Urals to get to them. Their land was becoming what we now know as Russia, and to get to it from the south or southeast you had to have a huge army and a very long supply line and you had to fight your way past defensive positions.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"Former US vice presidential candidate Sarah Palin was mocked when she was reported as saying “You can actually see Russia from land here in Alaska,” a line which morphed in media coverage to “You can see Russia from my house.” What she really said was “You can see Russia from land here in Alaska, from an island in Alaska.” She was right. A Russian island in the Bering Strait is two and a half miles from an American island in the Strait, Little Diomede Island, and can be seen with the naked eye.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"However, the “warm-water open sea-lanes” dream has seeped away from Moscow, further now perhaps than for two hundred years. The Afghan experience is sometimes called “Russia’s Vietnam,” but it was more than that;",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"The exception to this rule are the “stans,” such as Tajikistan, whose borders were deliberately drawn by Stalin so as to weaken each state by ensuring it had large minorities of people from other states.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
But a pro-Western Ukraine with ambitions to join the two great Western alliances and that threw into doubt Russia’s access to its Black Sea port? A Ukraine that one day might even host a NATO naval base? That could not stand.,Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"This geographic imperative and the whole eastward movement of NATO is exactly what Putin had in mind when, in a speech about the annexation, he said “Russia found itself in a position it could not retreat from. If you compress the spring all the way to its limit, it will snap back hard. You must always remember this.”",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"“Diplomacy for Beginners”: When faced with what is considered an existential threat, a great power will use force. If they were aware, then they must have considered Putin’s annexation of Crimea a price worth paying for pulling Ukraine into modern Europe and the Western sphere of influence.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"This is the geopolitics of fear. If China did not control Tibet, it would always be possible that India might attempt to do so. This would give India the commanding heights of the Tibetan Plateau and a base from which to push into the Chinese heartland, as well as control of the Tibetan sources of three of China’s great rivers, the Yellow, Yangtze, and Mekong, which is why Tibet is known as “China’s Water Tower.”",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"The geopolitical writer Robert D. Kaplan expounds the theory that the South China Sea is to the Chinese in the twenty-first century what the Caribbean was to the United States at the beginning of the twentieth century. The Americans, having consolidated their landmass, had become a two-ocean power (Atlantic and Pacific), and then moved to control the seas around them, pushing the Spanish out of Cuba.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"Winter actually adds a bonus, with temperatures warm enough to work in but cold enough to kill off many of the germs, which to this day plague huge parts of the rest of the world.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"Danube basin affects eighteen countries and forms natural borders along the way, including those of Slovakia and Hungary, Croatia and Serbia, Serbia and Romania, and Romania and Bulgaria. More than two thousand years ago it was one of the borders of the Roman Empire, which in turn helped it to become one of the great trading routes of medieval times and gave rise to the present capital cities of Vienna, Bratislava, Budapest, and Belgrade.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"France was a considerable distance from Russia, far from the Mongol hordes, and had the Channel between itself and England, meaning that an attempt at a full-scale invasion and total occupation could probably be repulsed. In fact, France was the preeminent power on the Continent: it could even project its power as far as the gates of Moscow. But then Germany united.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"This is because most of us use the standard Mercator world map. This, as do other maps, depicts a sphere on a flat surface and thus distorts shapes. Africa is far, far longer than usually portrayed, which explains what an achievement it was to round the Cape of Good Hope, and is a reminder of the importance of the Suez Canal to world trade.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"fit into Africa with a few gaps here and there. In fact, Africa is three times larger than the United States.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"Whereas huge areas of Russia, China, and the United States speak a unifying language, which helps trade, in Africa thousands of languages exist and no one culture emerged to dominate areas of similar size. Europe, on the other hand, was small enough to have a lingua franca through which to communicate, and a landscape that encouraged interaction.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"The ethnic conflicts within Sudan, Somalia, Kenya, Angola, the Democratic Republic of the Congo, Nigeria, Mali, and elsewhere are evidence that the European idea of geography did not fit the reality of Africa’s demographics. There may have always been conflict: the Zulus and Xhosas had their differences long before they had ever set eyes on a European. But colonialism forced those differences to be resolved within an artificial structure—the European concept of a nation state. The modern civil wars are now partially a result",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"The DRC is neither democratic nor a republic. It is the second-largest country in Africa with a population of approximately 75 million, although due to the situation there it is difficult to find accurate figures. It is bigger than Germany, France, and Spain combined and contains the Congo Rainforest, second only to the Amazon as the largest in the world.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"Africa is one of the very few African countries that do not suffer from the curse of malaria, as mosquitoes find it difficult to breed there. This allowed the European colonialists to push into its interior much farther and faster than in the malaria-riddled tropics, settle, and begin small-scale industrial activity that grew into what is now southern Africa’s biggest economy.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"there was violence and extremism before the Europeans arrived. Nevertheless, as we saw in Africa, arbitrarily creating “nation states” out of people unused to living together in one region is not a recipe for justice, equality, and stability.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"In antiquity, the regions very roughly corresponding to the above were known as Assyria, Babylonia, and Sumer. When the Persians controlled the space they divided it in a similar way, as did Alexander the Great, and later the Umayyad dynasty. The British looked at the same area and divided the three into one, a logical impossibility Christians can resolve through the Holy Trinity, but which in Iraq has resulted in an “unholy”",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"Various Arabian tribes had helped the British against the Ottomans during the First World War, but there were two in particular that London promised to reward at the war’s end. Unfortunately, both were promised the same thing—control of the Arabian Peninsula. Given that the Saudi and Hashemite tribes frequently fought each other, this was a little awkward.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"The British, sticklers for administration, named the other area Transjordan, which was shorthand for “the other side of the Jordan River.” A dusty little town called Amman became the capital of Transjordan, and when the British went home in 1948 the country’s name changed to Jordan. But the Hashemites were not from the Amman area: they were originally part of the powerful Qureshi tribe from the Mecca region, and the original inhabitants were mostly Bedouin.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"It is an acronym of sorts for the Arabic Dawlat al-Islamiya f’al-Iraq wa al-Shams, but the reason people came up with the name is because the Islamic State members hate the term. It sounds similar to the word daes—one who is underhanded and sows dissent. More important, it rhymes with negative words such as fahish—“sinner”—and best of all, for those who despise the organization’s particular brand of Islam, is that it rhymes with and sounds a bit like jahesh—“stupid ass.” This is worse than being called a donkey, because in Arab culture one of the few things more stupid than a donkey is an ass.",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"Most geographers regard the small area of Turkey that is west of the Bosporus as being in Europe, and the rest of the country, south and southeast of the Bosporus, as being in the Middle East (in its widest sense).",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
"After the victorious powers carved up Turkey, he rose to become president on a platform of resisting the terms imposed by the Allies, but at the same time modernizing Turkey and making it part of Europe. Western legal codes and the Gregorian calendar were introduced and Islamic public institutions banned. The wearing of the fez was forbidden, the Latin alphabet replaced Arabic script, and he even granted the vote to women (two years ahead of Spain and fifteen years ahead of France).",Prisoners of Geography: Ten Maps That Explain Everything About the World,Tim Marshall,B00V3L8ZHK,2018-12-26 04:56:00+00:00
